# reporter: v22 (2026-09-25); filters: subbench=capability, version=0.1, since=2026-09-22T00:00:00Z, until=2026-09-23T07:00:00Z, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=pcrec_8d716693_auto-caps-simdna, testee=pcrec_8d716693_auto-nocaps-simdna, testee=pcrec_8d716693_vm-caps-simdna, testee=pcrec_8d716693_vm-in-caps-simdna, testee=oniguruma_6.9.10_default-caps-simdna, testee=rust_1.13.1_default-caps-simdna, testee=vectorscan_5.4.11_block-nosom-nocaps-simd; source: store/index.tsv (11 record(s) matching this query); records: 11; excluded_invalid: 0; superseded: 0; newer_not_measured: 0; subbench_versions: capability@0.1; machines: budu-ryzen1600; schema_versions: 1.6; grain: set; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.4 X13 (pre-flight + trial agreement) on 11; mixed_x13: False; include_provenance: False; worst_other_core_busy: 62.5% (pcrec_25b1984f_auto-caps-simdna / wild-validator-ipv4-owasp / large-subject-throughput); floor_pattern: floor-byte; null_band: pcrec 25b1984f -> 8d716693: census reports/identity/capability@0.1/pcrec_25b1984f__8d716693.tsv, 143 null of 492 cells, strata ok=2 insufficient=2 empty=2, n_min=10
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict
d119	utf8-lead-no-cont	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=0.216926; iqr_pct=0.876142; band_pct=8.460503; bar_pct=; bar_source=null-control; stratum=large-subject-throughput/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=480709.064103; after_ns=481751.845679	unchanged (within spread)
d119	utf8-lead-no-cont	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-2.699156; iqr_pct=0.828315; band_pct=5.561190; bar_pct=; bar_source=null-control; stratum=short-subject-search/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1258.645447; after_ns=1224.672641	faster ×1.03
d119	uuid-near-miss	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	regress					delta_pct=38.541789; iqr_pct=0.068514; band_pct=; bar_pct=0.068514; bar_source=IQR-only; stratum=large-subject-throughput/<100ns; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=19.914090; after_ns=27.589336	slower ×1.39
d119	uuid-near-miss	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	regress					delta_pct=18.747158; iqr_pct=0.126580; band_pct=; bar_pct=0.126580; bar_source=IQR-only; stratum=short-subject-search/100ns-1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=565.548036; after_ns=671.572218	slower ×1.19
d119	wild-codegrammar-json-array-begin	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	regress					delta_pct=32.604244; iqr_pct=0.223587; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=263616.434565; after_ns=349566.580297	slower ×1.33
d119	wild-codegrammar-json-array-begin	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-9.577715; iqr_pct=1.108561; band_pct=; bar_pct=1.108561; bar_source=IQR-only; stratum=short-subject-search/100ns-1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=690.914257; after_ns=624.740457	faster ×1.11
d119	wild-codegrammar-json-constant	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=0.043158; iqr_pct=0.061834; band_pct=8.460503; bar_pct=; bar_source=null-control; stratum=large-subject-throughput/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=4196460.096774; after_ns=4198271.193548	unchanged (within spread)
d119	wild-codegrammar-json-constant	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-1.118941; iqr_pct=0.107278; band_pct=5.561190; bar_pct=; bar_source=null-control; stratum=short-subject-search/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=2450.650976; after_ns=2423.229645	faster ×1.01
d119	wild-codegrammar-json-number-extended	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-0.287486; iqr_pct=0.136081; band_pct=8.460503; bar_pct=; bar_source=null-control; stratum=large-subject-throughput/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=2458707.314286; after_ns=2451638.864865	unchanged (within spread)
d119	wild-codegrammar-json-number-extended	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-1.537304; iqr_pct=0.443082; band_pct=5.561190; bar_pct=; bar_source=null-control; stratum=short-subject-search/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1415.581192; after_ns=1393.819407	faster ×1.02
d119	wild-codegrammar-json-object-begin	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	within					delta_pct=0.220028; iqr_pct=0.116249; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=23134.002643; after_ns=23184.903891	unchanged (within spread)
d119	wild-codegrammar-json-object-begin	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-10.091788; iqr_pct=3.394179; band_pct=; bar_pct=3.394179; bar_source=IQR-only; stratum=short-subject-search/100ns-1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=665.269293; after_ns=598.131725	faster ×1.11
d119	wild-codegrammar-json-stringcontent-escape	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	within					delta_pct=-0.152548; iqr_pct=0.333556; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=23169.362414; after_ns=23134.018007	unchanged (within spread)
d119	wild-codegrammar-json-stringcontent-escape	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-9.833631; iqr_pct=1.624358; band_pct=; bar_pct=1.624358; bar_source=IQR-only; stratum=short-subject-search/100ns-1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=748.556656; after_ns=674.946360	faster ×1.11
d119	wild-datetime-datefinder-alternation	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-0.271690; iqr_pct=0.033533; band_pct=8.460503; bar_pct=; bar_source=null-control; stratum=large-subject-throughput/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=10416746.500000; after_ns=10388445.269231	unchanged (within spread)
d119	wild-datetime-datefinder-alternation	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-3.135837; iqr_pct=0.048790; band_pct=5.561190; bar_pct=; bar_source=null-control; stratum=short-subject-search/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=2012.728192; after_ns=1949.612311	faster ×1.03
d119	wild-datetime-moment-iso8601	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	regress					delta_pct=87.496992; iqr_pct=0.323112; band_pct=; bar_pct=0.323112; bar_source=IQR-only; stratum=large-subject-throughput/<100ns; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=19.684212; after_ns=36.907305	slower ×1.87
d119	wild-datetime-moment-iso8601	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	regress					delta_pct=7.205236; iqr_pct=0.195157; band_pct=; bar_pct=0.195157; bar_source=IQR-only; stratum=short-subject-search/100ns-1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=589.053933; after_ns=631.496658	slower ×1.07
d119	wild-logparse-base10num-grok	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-0.946484; iqr_pct=4.535808; band_pct=8.460503; bar_pct=; bar_source=null-control; stratum=large-subject-throughput/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=4082283.015385; after_ns=4043644.863636	unchanged (within spread)
d119	wild-logparse-base10num-grok	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-0.491646; iqr_pct=0.550233; band_pct=5.561190; bar_pct=; bar_source=null-control; stratum=short-subject-search/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=2506.354109; after_ns=2494.031707	unchanged (within spread)
d119	wild-logparse-base10num-noatomic	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=0.097687; iqr_pct=0.082206; band_pct=8.460503; bar_pct=; bar_source=null-control; stratum=large-subject-throughput/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=3986220.432836; after_ns=3990114.439394	unchanged (within spread)
d119	wild-logparse-base10num-noatomic	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-1.232328; iqr_pct=0.211627; band_pct=5.561190; bar_pct=; bar_source=null-control; stratum=short-subject-search/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=2477.671855; after_ns=2447.138799	unchanged (within spread)
d119	wild-logparse-quotedstring-grok	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-0.049269; iqr_pct=0.243681; band_pct=8.460503; bar_pct=; bar_source=null-control; stratum=large-subject-throughput/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1010763.037175; after_ns=1010265.039370	unchanged (within spread)
d119	wild-logparse-quotedstring-grok	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-0.724400; iqr_pct=0.515645; band_pct=5.561190; bar_pct=; bar_source=null-control; stratum=short-subject-search/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1962.739965; after_ns=1948.521867	faster ×1.01
d119	wild-logparse-quotedstring-noatomic	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=0.081304; iqr_pct=0.236434; band_pct=8.460503; bar_pct=; bar_source=null-control; stratum=large-subject-throughput/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=929769.179931; after_ns=930525.121107	unchanged (within spread)
d119	wild-logparse-quotedstring-noatomic	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-0.253166; iqr_pct=0.203803; band_pct=5.561190; bar_pct=; bar_source=null-control; stratum=short-subject-search/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1855.130476; after_ns=1850.433915	unchanged (within spread)
d119	wild-logparse-syslogbase-expanded	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	within					delta_pct=-0.009327; iqr_pct=0.040594; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=3989947.272727; after_ns=3989575.123077	unchanged (within spread)
d119	wild-logparse-syslogbase-expanded	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-55.530387; iqr_pct=0.268120; band_pct=5.561190; bar_pct=5.561190; bar_source=band; stratum=short-subject-search/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=3577.750982; after_ns=1591.012014	faster ×2.25
d119	wild-logparse-winpath-grok	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-99.334650; iqr_pct=0.640524; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=3475924.243243; after_ns=23127.078190	faster ×150.30
d119	wild-logparse-winpath-grok	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-64.711023; iqr_pct=0.319907; band_pct=5.561190; bar_pct=5.561190; bar_source=band; stratum=short-subject-search/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=2645.332498; after_ns=933.510786	faster ×2.83
d119	wild-secrets-aws-access-key-id	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	within					delta_pct=-5.091190; iqr_pct=0.006562; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=4200484.612903; after_ns=3986629.954545	faster ×1.05
d119	wild-secrets-aws-access-key-id	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-60.147188; iqr_pct=0.156688; band_pct=5.561190; bar_pct=5.561190; bar_source=band; stratum=short-subject-search/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=2464.887453; after_ns=982.326954	faster ×2.51
d119	wild-secrets-github-pat	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	within					delta_pct=0.190253; iqr_pct=0.191084; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=124561.694558; after_ns=124798.676923	unchanged (within spread)
d119	wild-secrets-github-pat	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-30.164898; iqr_pct=0.108674; band_pct=5.561190; bar_pct=5.561190; bar_source=band; stratum=short-subject-search/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1374.016757; after_ns=959.546006	faster ×1.43
d119	wild-secrets-slack-webhook-url	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	within					delta_pct=0.091635; iqr_pct=0.150842; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=338487.768421; after_ns=338797.941953	unchanged (within spread)
d119	wild-secrets-slack-webhook-url	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	regress					delta_pct=3.423557; iqr_pct=0.051353; band_pct=; bar_pct=0.051353; bar_source=IQR-only; stratum=short-subject-search/100ns-1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=928.048243; after_ns=959.820507	slower ×1.03
d119	wild-secrets-username-password-pair	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-98.193626; iqr_pct=0.222003; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1281219.983333; after_ns=23143.628588	faster ×55.36
d119	wild-secrets-username-password-pair	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-47.441088; iqr_pct=0.407758; band_pct=5.561190; bar_pct=5.561190; bar_source=band; stratum=short-subject-search/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1372.567601; after_ns=721.406599	faster ×1.90
d119	wild-semdiv-altorder-foo-foobar-rustregex	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	within					delta_pct=1.065591; iqr_pct=0.184900; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=408869.883598; after_ns=413226.762923	slower ×1.01
d119	wild-semdiv-altorder-foo-foobar-rustregex	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	within					delta_pct=-0.657241; iqr_pct=0.769369; band_pct=; bar_pct=0.769369; bar_source=IQR-only; stratum=short-subject-search/100ns-1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=711.627173; after_ns=706.950070	unchanged (within spread)
d119	wild-semdiv-dollar-trailing-newline-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-99.968293; iqr_pct=0.158879; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=109709.567827; after_ns=34.785202	faster ×3153.91
d119	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-45.653977; iqr_pct=0.110001; band_pct=5.561190; bar_pct=5.561190; bar_source=band; stratum=short-subject-search/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1187.050347; after_ns=645.114659	faster ×1.84
d119	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=0.931824; iqr_pct=0.685773; band_pct=8.460503; bar_pct=; bar_source=null-control; stratum=large-subject-throughput/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=3815862.700000; after_ns=3851419.820896	unchanged (within spread)
d119	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-3.690986; iqr_pct=0.462718; band_pct=5.561190; bar_pct=; bar_source=null-control; stratum=short-subject-search/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1232.502395; after_ns=1187.010902	faster ×1.04
d119	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	regress					delta_pct=12.285053; iqr_pct=1.771232; band_pct=; bar_pct=1.771232; bar_source=IQR-only; stratum=large-subject-throughput/<100ns; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=38.954127; after_ns=43.739662	slower ×1.12
d119	wild-validator-email-owasp	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-26.482106; iqr_pct=0.263231; band_pct=5.561190; bar_pct=5.561190; bar_source=band; stratum=short-subject-search/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1065.611126; after_ns=783.414861	faster ×1.36
d119	wild-validator-ipv4-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	regress					delta_pct=33.418729; iqr_pct=0.088216; band_pct=; bar_pct=0.088216; bar_source=IQR-only; stratum=large-subject-throughput/<100ns; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=18.699514; after_ns=24.948654	slower ×1.33
d119	wild-validator-ipv4-owasp	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	regress					delta_pct=25.635535; iqr_pct=0.052550; band_pct=; bar_pct=0.052550; bar_source=IQR-only; stratum=short-subject-search/100ns-1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=498.641255; after_ns=626.470610	slower ×1.26
d119	wild-validator-us-zip-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-33.092498; iqr_pct=4.726480; band_pct=; bar_pct=4.726480; bar_source=IQR-only; stratum=large-subject-throughput/<100ns; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=18.623966; after_ns=12.460830	unchanged (within spread)
d119	wild-validator-us-zip-owasp	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-11.605515; iqr_pct=0.343604; band_pct=; bar_pct=0.343604; bar_source=IQR-only; stratum=short-subject-search/100ns-1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=484.585712; after_ns=428.347046	faster ×1.13
d119	wild-validator-uuid-grok	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	within					delta_pct=-0.349135; iqr_pct=0.260502; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=82553.492544; after_ns=82265.269610	unchanged (within spread)
d119	wild-validator-uuid-grok	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	regress					delta_pct=10.074672; iqr_pct=0.236930; band_pct=; bar_pct=0.236930; bar_source=IQR-only; stratum=short-subject-search/100ns-1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=716.448080; after_ns=788.627877	slower ×1.10
d119	wild-waf-crs-942140-dbnames	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-0.081784; iqr_pct=0.260387; band_pct=8.460503; bar_pct=; bar_source=null-control; stratum=large-subject-throughput/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=4086165.015625; after_ns=4082823.187500	unchanged (within spread)
d119	wild-waf-crs-942140-dbnames	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-0.529523; iqr_pct=0.091009; band_pct=5.561190; bar_pct=; bar_source=null-control; stratum=short-subject-search/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=2702.114897; after_ns=2687.806581	faster ×1.01
d119	wild-waf-crs-942160-sleep-benchmark	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	within					delta_pct=7.416275; iqr_pct=0.157129; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1266849.947115; after_ns=1360803.025773	slower ×1.07
d119	wild-waf-crs-942160-sleep-benchmark	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-48.940346; iqr_pct=0.466433; band_pct=5.561190; bar_pct=5.561190; bar_source=band; stratum=short-subject-search/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1315.189267; after_ns=671.531091	faster ×1.96
d119	wild-waf-crs-942270-union-select	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=0.107822; iqr_pct=0.708831; band_pct=8.460503; bar_pct=; bar_source=null-control; stratum=large-subject-throughput/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=999938.030172; after_ns=1001016.188073	unchanged (within spread)
d119	wild-waf-crs-942270-union-select	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-2.478640; iqr_pct=0.672459; band_pct=5.561190; bar_pct=; bar_source=null-control; stratum=short-subject-search/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=1153.578628; after_ns=1124.985569	faster ×1.03
d119	wild-waf-crs-942360-concat-sqli	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=-0.495212; iqr_pct=0.900567; band_pct=8.460503; bar_pct=; bar_source=null-control; stratum=large-subject-throughput/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=12197521.772727; after_ns=12137118.136364	unchanged (within spread)
d119	wild-waf-crs-942360-concat-sqli	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	null-control					delta_pct=0.099177; iqr_pct=0.056878; band_pct=5.561190; bar_pct=; bar_source=null-control; stratum=short-subject-search/>=1us; identity=identical; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=7404.690469; after_ns=7412.034222	unchanged (within spread)
d119	wild-waf-crs-942500-comment-obfuscation	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	within					delta_pct=0.120122; iqr_pct=0.132629; band_pct=8.460503; bar_pct=8.460503; bar_source=band; stratum=large-subject-throughput/>=1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=23120.724599; after_ns=23148.497706	unchanged (within spread)
d119	wild-waf-crs-942500-comment-obfuscation	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned		verdict	improve					delta_pct=-4.419586; iqr_pct=0.037718; band_pct=; bar_pct=0.037718; bar_source=IQR-only; stratum=short-subject-search/100ns-1us; identity=changed; capture_class=no; previous=pcrec_25b1984f_auto-nocaps-simdna; before_ns=737.657815; after_ns=705.056396	faster ×1.05
