# reporter: v24 (2026-09-26); filters: subbench=email-specimen, version=0.1; source: store/index.tsv (14 record(s) matching this query); records: 9; excluded_invalid: 0; superseded: 5; newer_not_measured: 0; subbench_versions: email-specimen@0.1; machines: budu-ryzen1600; schema_versions: 1.1,1.2; grain: subject; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.1-1.3 X13 (both samples quiet) on 9; mixed_x13: False; include_provenance: False; worst_other_core_busy: n/a; floor_pattern: none; null_band: set grain only (not computed at subject grain)
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict	capture_class
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=508.544805; nocaps_ns=511.853904; ratio=0.993535; null_band_clearance=no verdict: gap 0.65%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=121.486589; nocaps_ns=413.489724; ratio=0.293808; null_band_clearance=no verdict: gap 70.62%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=398.358392; nocaps_ns=413.489724; ratio=0.963406; null_band_clearance=no verdict: gap 3.66%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=384.571553; nocaps_ns=413.489724; ratio=0.930063; null_band_clearance=no verdict: gap 6.99%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=165.490209; nocaps_ns=618.010373; ratio=0.267779; null_band_clearance=no verdict: gap 73.22%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=603.452817; nocaps_ns=618.010373; ratio=0.976444; null_band_clearance=no verdict: gap 2.36%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_692c2e8_auto-nocaps-simdna				beaten_by	pcrec_692c2e8_vm-in-caps-simdna					competitor_ns=167.966203; nocaps_ns=169.616265; ratio=0.990272; null_band_clearance=no verdict: gap 0.97%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=173.475469; nocaps_ns=512.090226; ratio=0.338760; null_band_clearance=no verdict: gap 66.12%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=158.574715; nocaps_ns=486.651549; ratio=0.325849; null_band_clearance=no verdict: gap 67.42%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=148.392767; nocaps_ns=472.830402; ratio=0.313839; null_band_clearance=no verdict: gap 68.62%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=469.900999; nocaps_ns=472.830402; ratio=0.993805; null_band_clearance=no verdict: gap 0.62%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=120.951599; nocaps_ns=416.959183; ratio=0.290080; null_band_clearance=no verdict: gap 70.99%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=388.846274; nocaps_ns=416.959183; ratio=0.932576; null_band_clearance=no verdict: gap 6.74%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=555.299642; nocaps_ns=568.936873; ratio=0.976030; null_band_clearance=no verdict: gap 2.40%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=530.980710; nocaps_ns=568.936873; ratio=0.933286; null_band_clearance=no verdict: gap 6.67%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=443.512757; nocaps_ns=2346.946678; ratio=0.188974; null_band_clearance=no verdict: gap 81.10%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=173.752471; nocaps_ns=628.981216; ratio=0.276244; null_band_clearance=no verdict: gap 72.38%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=615.364592; nocaps_ns=628.981216; ratio=0.978351; null_band_clearance=no verdict: gap 2.16%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=612.276742; nocaps_ns=628.981216; ratio=0.973442; null_band_clearance=no verdict: gap 2.66%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=173.839400; nocaps_ns=622.063357; ratio=0.279456; null_band_clearance=no verdict: gap 72.05%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=610.418494; nocaps_ns=622.063357; ratio=0.981280; null_band_clearance=no verdict: gap 1.87%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=604.945051; nocaps_ns=622.063357; ratio=0.972481; null_band_clearance=no verdict: gap 2.75%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=594.981344; nocaps_ns=597.944174; ratio=0.995045; null_band_clearance=no verdict: gap 0.50%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=155.527997; nocaps_ns=523.685671; ratio=0.296987; null_band_clearance=no verdict: gap 70.30%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=517.295023; nocaps_ns=523.685671; ratio=0.987797; null_band_clearance=no verdict: gap 1.22%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=629.725237; nocaps_ns=639.816269; ratio=0.984228; null_band_clearance=no verdict: gap 1.58%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=623.606465; nocaps_ns=639.816269; ratio=0.974665; null_band_clearance=no verdict: gap 2.53%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=174.315214; nocaps_ns=641.256249; ratio=0.271834; null_band_clearance=no verdict: gap 72.82%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=601.666827; nocaps_ns=641.256249; ratio=0.938263; null_band_clearance=no verdict: gap 6.17%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=609.700446; nocaps_ns=641.256249; ratio=0.950791; null_band_clearance=no verdict: gap 4.92%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_interp-caps-simdna					competitor_ns=362.419433; nocaps_ns=449.994378; ratio=0.805387; null_band_clearance=no verdict: gap 19.46%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=363.676808; nocaps_ns=449.994378; ratio=0.808181; null_band_clearance=no verdict: gap 19.18%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=259.530956; nocaps_ns=1806.670280; ratio=0.143652; null_band_clearance=no verdict: gap 85.63%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=170.737281; nocaps_ns=643.471422; ratio=0.265338; null_band_clearance=no verdict: gap 73.47%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=614.271777; nocaps_ns=643.471422; ratio=0.954622; null_band_clearance=no verdict: gap 4.54%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=576.272224; nocaps_ns=643.471422; ratio=0.895568; null_band_clearance=no verdict: gap 10.44%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=173.385300; nocaps_ns=638.582979; ratio=0.271516; null_band_clearance=no verdict: gap 72.85%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=623.831540; nocaps_ns=638.582979; ratio=0.976900; null_band_clearance=no verdict: gap 2.31%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=587.978654; nocaps_ns=638.582979; ratio=0.920755; null_band_clearance=no verdict: gap 7.92%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_interp-caps-simdna					competitor_ns=385.679597; nocaps_ns=506.002170; ratio=0.762209; null_band_clearance=no verdict: gap 23.78%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=386.545870; nocaps_ns=506.002170; ratio=0.763921; null_band_clearance=no verdict: gap 23.61%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=490.293774; nocaps_ns=506.002170; ratio=0.968956; null_band_clearance=no verdict: gap 3.10%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=481.436157; nocaps_ns=506.002170; ratio=0.951451; null_band_clearance=no verdict: gap 4.85%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=265.638086; nocaps_ns=1856.036891; ratio=0.143121; null_band_clearance=no verdict: gap 85.69%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=1834.550339; nocaps_ns=1856.036891; ratio=0.988423; null_band_clearance=no verdict: gap 1.16%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=175.189835; nocaps_ns=650.786660; ratio=0.269197; null_band_clearance=no verdict: gap 73.08%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=623.337226; nocaps_ns=650.786660; ratio=0.957821; null_band_clearance=no verdict: gap 4.22%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=573.802911; nocaps_ns=587.318036; ratio=0.976988; null_band_clearance=no verdict: gap 2.30%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=110.780868; nocaps_ns=603.523678; ratio=0.183557; null_band_clearance=no verdict: gap 81.64%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=590.853123; nocaps_ns=603.523678; ratio=0.979006; null_band_clearance=no verdict: gap 2.10%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=579.045479; nocaps_ns=603.523678; ratio=0.959441; null_band_clearance=no verdict: gap 4.06%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_692c2e8_auto-nocaps-simdna				beaten_by	pcrec_692c2e8_vm-in-caps-simdna					competitor_ns=138.805585; nocaps_ns=150.235520; ratio=0.923920; null_band_clearance=no verdict: gap 7.61%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=537.809742; nocaps_ns=564.797574; ratio=0.952217; null_band_clearance=no verdict: gap 4.78%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_692c2e8_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=99.405706; nocaps_ns=142.816839; ratio=0.696036; null_band_clearance=no verdict: gap 30.40%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_692c2e8_auto-nocaps-simdna				beaten_by	pcrec_692c2e8_vm-in-caps-simdna					competitor_ns=141.403815; nocaps_ns=142.816839; ratio=0.990106; null_band_clearance=no verdict: gap 0.99%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=99.405706; nocaps_ns=530.760155; ratio=0.187289; null_band_clearance=no verdict: gap 81.27%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=552.407544; nocaps_ns=554.972326; ratio=0.995379; null_band_clearance=no verdict: gap 0.46%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_692c2e8_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=106.929385; nocaps_ns=116.030755; ratio=0.921561; null_band_clearance=no verdict: gap 7.84%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=106.929385; nocaps_ns=576.774298; ratio=0.185392; null_band_clearance=no verdict: gap 81.46%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=570.719798; nocaps_ns=576.774298; ratio=0.989503; null_band_clearance=no verdict: gap 1.05%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=546.532730; nocaps_ns=560.540236; ratio=0.975011; null_band_clearance=no verdict: gap 2.50%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=512.868998; nocaps_ns=560.540236; ratio=0.914955; null_band_clearance=no verdict: gap 8.50%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=109.854226; nocaps_ns=591.346410; ratio=0.185770; null_band_clearance=no verdict: gap 81.42%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=590.938010; nocaps_ns=591.346410; ratio=0.999309; null_band_clearance=no verdict: gap 0.07%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=526.099995; nocaps_ns=529.155920; ratio=0.994225; null_band_clearance=no verdict: gap 0.58%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=486.933550; nocaps_ns=529.155920; ratio=0.920208; null_band_clearance=no verdict: gap 7.98%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_692c2e8_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=107.116154; nocaps_ns=115.925039; ratio=0.924012; null_band_clearance=no verdict: gap 7.60%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=107.116154; nocaps_ns=581.449674; ratio=0.184223; null_band_clearance=no verdict: gap 81.58%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=562.194517; nocaps_ns=581.449674; ratio=0.966884; null_band_clearance=no verdict: gap 3.31%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_692c2e8_auto-nocaps-simdna				beaten_by	pcrec_692c2e8_vm-in-caps-simdna					competitor_ns=138.587600; nocaps_ns=150.386820; ratio=0.921541; null_band_clearance=no verdict: gap 7.85%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=509.470562; nocaps_ns=535.441492; ratio=0.951496; null_band_clearance=no verdict: gap 4.85%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_692c2e8_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=98.509834; nocaps_ns=142.607732; ratio=0.690775; null_band_clearance=no verdict: gap 30.92%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_692c2e8_auto-nocaps-simdna				beaten_by	pcrec_692c2e8_vm-in-caps-simdna					competitor_ns=141.791206; nocaps_ns=142.607732; ratio=0.994274; null_band_clearance=no verdict: gap 0.57%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=98.509834; nocaps_ns=562.061420; ratio=0.175265; null_band_clearance=no verdict: gap 82.47%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=552.073525; nocaps_ns=562.061420; ratio=0.982230; null_band_clearance=no verdict: gap 1.78%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=530.082609; nocaps_ns=562.061420; ratio=0.943104; null_band_clearance=no verdict: gap 5.69%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=504.727946; nocaps_ns=527.386963; ratio=0.957035; null_band_clearance=no verdict: gap 4.30%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_692c2e8_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=104.811071; nocaps_ns=142.334832; ratio=0.736370; null_band_clearance=no verdict: gap 26.36%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=104.811071; nocaps_ns=560.548454; ratio=0.186980; null_band_clearance=no verdict: gap 81.30%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=555.119238; nocaps_ns=572.597604; ratio=0.969475; null_band_clearance=no verdict: gap 3.05%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=554.351045; nocaps_ns=572.597604; ratio=0.968134; null_band_clearance=no verdict: gap 3.19%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=221.278300; nocaps_ns=1427.151191; ratio=0.155049; null_band_clearance=no verdict: gap 84.50%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=1419.861985; nocaps_ns=1427.151191; ratio=0.994892; null_band_clearance=no verdict: gap 0.51%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_auto-caps-simdna					competitor_ns=553.353503; nocaps_ns=564.803987; ratio=0.979727; null_band_clearance=no verdict: gap 2.03%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=553.853206; nocaps_ns=564.803987; ratio=0.980611; null_band_clearance=no verdict: gap 1.94%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_interp-caps-simdna					competitor_ns=2667.273953; nocaps_ns=4423.825488; ratio=0.602934; null_band_clearance=no verdict: gap 39.71%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=235.128057; nocaps_ns=4423.825488; ratio=0.053150; null_band_clearance=no verdict: gap 94.68%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=4412.874290; nocaps_ns=4423.825488; ratio=0.997524; null_band_clearance=no verdict: gap 0.25%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		match-compliance			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=556.985974; nocaps_ns=568.358824; ratio=0.979990; null_band_clearance=no verdict: gap 2.00%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=218.859831; nocaps_ns=1450.716050; ratio=0.150863; null_band_clearance=no verdict: gap 84.91%; IQR n/a at subject grain; no null band (set grain only)		
query_yes_beats_nocaps	factored		short-subject-search			pcrec_8da6120_auto-nocaps-simdna				beaten_by	pcrec_8da6120_vm-caps-simdna					competitor_ns=1447.095105; nocaps_ns=1450.716050; ratio=0.997504; null_band_clearance=no verdict: gap 0.25%; IQR n/a at subject grain; no null band (set grain only)		
