# reporter: v24 (2026-09-26); filters: subbench=syntax, version=0.1, until=2026-09-21T14:30:16Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (7 record(s) matching this query); records: 7; excluded_invalid: 0; superseded: 0; newer_not_measured: 0; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; grain: subject; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.4 X13 (pre-flight + trial agreement) on 7; mixed_x13: False; include_provenance: False; worst_other_core_busy: 64.93% (pcrec_25b1984f_vm-caps-simdna / esc-tab / large-subject-throughput); floor_pattern: floor
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict	capture_class
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-in-caps-simdna					competitor_ns=5.948801; nocaps_ns=10.494710; ratio=0.566838; null_band_clearance=no verdict: gap 43.32%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=12.107613; nocaps_ns=12.110838; ratio=0.999734; null_band_clearance=no verdict: gap 0.03%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=12.621885; nocaps_ns=12.633392; ratio=0.999089; null_band_clearance=no verdict: gap 0.09%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=6.497192; nocaps_ns=12.633392; ratio=0.514287; null_band_clearance=no verdict: gap 48.57%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-in-caps-simdna					competitor_ns=7.086152; nocaps_ns=12.633392; ratio=0.560907; null_band_clearance=no verdict: gap 43.91%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=28.630297; nocaps_ns=28.643328; ratio=0.999545; null_band_clearance=no verdict: gap 0.05%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.484689; nocaps_ns=10.497950; ratio=0.998737; null_band_clearance=no verdict: gap 0.13%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=6.199195; nocaps_ns=10.497950; ratio=0.590515; null_band_clearance=no verdict: gap 40.95%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-in-caps-simdna					competitor_ns=5.905890; nocaps_ns=10.497950; ratio=0.562576; null_band_clearance=no verdict: gap 43.74%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=18.011427; nocaps_ns=18.016482; ratio=0.999719; null_band_clearance=no verdict: gap 0.03%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=6.200809; nocaps_ns=10.488687; ratio=0.591190; null_band_clearance=no verdict: gap 40.88%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-in-caps-simdna					competitor_ns=5.905069; nocaps_ns=10.488687; ratio=0.562994; null_band_clearance=no verdict: gap 43.70%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=6.202956; nocaps_ns=10.489244; ratio=0.591364; null_band_clearance=no verdict: gap 40.86%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-in-caps-simdna					competitor_ns=5.907237; nocaps_ns=10.489244; ratio=0.563171; null_band_clearance=no verdict: gap 43.68%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=24.171840; nocaps_ns=24.812682; ratio=0.974173; null_band_clearance=no verdict: gap 2.58%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=6.201102; nocaps_ns=10.476543; ratio=0.591903; null_band_clearance=no verdict: gap 40.81%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-in-caps-simdna					competitor_ns=5.907615; nocaps_ns=10.476543; ratio=0.563890; null_band_clearance=no verdict: gap 43.61%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.481143; nocaps_ns=10.517172; ratio=0.996574; null_band_clearance=no verdict: gap 0.34%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=6.199153; nocaps_ns=10.517172; ratio=0.589432; null_band_clearance=no verdict: gap 41.06%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-in-caps-simdna					competitor_ns=5.904364; nocaps_ns=10.517172; ratio=0.561402; null_band_clearance=no verdict: gap 43.86%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=9.152910; nocaps_ns=9.155248; ratio=0.999745; null_band_clearance=no verdict: gap 0.03%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.473681; nocaps_ns=10.480495; ratio=0.999350; null_band_clearance=no verdict: gap 0.07%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=6.205881; nocaps_ns=10.480495; ratio=0.592136; null_band_clearance=no verdict: gap 40.79%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-in-caps-simdna					competitor_ns=5.904479; nocaps_ns=10.480495; ratio=0.563378; null_band_clearance=no verdict: gap 43.66%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		large-subject-throughput			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=129259.404040; nocaps_ns=344818.220532; ratio=0.374862; null_band_clearance=no verdict: gap 62.51%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		large-subject-throughput			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=33192.048669; nocaps_ns=76617.901141; ratio=0.433215; null_band_clearance=no verdict: gap 56.68%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		large-subject-throughput			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	libpcre2_10.46_jit-caps-simdna					competitor_ns=7358.006428; nocaps_ns=15907.425856; ratio=0.462552; null_band_clearance=no verdict: gap 53.74%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-s		large-subject-throughput			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=15817.235154; nocaps_ns=15907.425856; ratio=0.994330; null_band_clearance=no verdict: gap 0.57%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.321962; nocaps_ns=10.336713; ratio=0.998573; null_band_clearance=no verdict: gap 0.14%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.273389; nocaps_ns=10.336713; ratio=0.800389; null_band_clearance=no verdict: gap 19.96%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.708998; nocaps_ns=8.710531; ratio=0.999824; null_band_clearance=no verdict: gap 0.02%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.269127; nocaps_ns=10.310467; ratio=0.802013; null_band_clearance=no verdict: gap 19.80%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.310332; nocaps_ns=10.317136; ratio=0.999341; null_band_clearance=no verdict: gap 0.07%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.266435; nocaps_ns=10.317136; ratio=0.801234; null_band_clearance=no verdict: gap 19.88%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.267283; nocaps_ns=10.315694; ratio=0.801428; null_band_clearance=no verdict: gap 19.86%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.712752; nocaps_ns=8.712908; ratio=0.999982; null_band_clearance=no verdict: gap 0.00%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.275074; nocaps_ns=10.300226; ratio=0.803388; null_band_clearance=no verdict: gap 19.66%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.712410; nocaps_ns=8.712594; ratio=0.999979; null_band_clearance=no verdict: gap 0.00%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.275477; nocaps_ns=10.304263; ratio=0.803112; null_band_clearance=no verdict: gap 19.69%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.709822; nocaps_ns=8.710834; ratio=0.999884; null_band_clearance=no verdict: gap 0.01%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.323043; nocaps_ns=10.334984; ratio=0.998845; null_band_clearance=no verdict: gap 0.12%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.301390; nocaps_ns=10.334984; ratio=0.803232; null_band_clearance=no verdict: gap 19.68%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.291831; nocaps_ns=10.313403; ratio=0.803986; null_band_clearance=no verdict: gap 19.60%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.710364; nocaps_ns=8.712383; ratio=0.999768; null_band_clearance=no verdict: gap 0.02%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.271235; nocaps_ns=10.307043; ratio=0.802484; null_band_clearance=no verdict: gap 19.75%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.708987; nocaps_ns=8.713648; ratio=0.999465; null_band_clearance=no verdict: gap 0.05%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.318646; nocaps_ns=10.325090; ratio=0.999376; null_band_clearance=no verdict: gap 0.06%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.268527; nocaps_ns=10.325090; ratio=0.800819; null_band_clearance=no verdict: gap 19.92%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.709999; nocaps_ns=8.711578; ratio=0.999819; null_band_clearance=no verdict: gap 0.02%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.279845; nocaps_ns=10.301645; ratio=0.803740; null_band_clearance=no verdict: gap 19.63%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.708218; nocaps_ns=8.712128; ratio=0.999551; null_band_clearance=no verdict: gap 0.04%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.267931; nocaps_ns=10.306590; ratio=0.802198; null_band_clearance=no verdict: gap 19.78%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.709748; nocaps_ns=8.724111; ratio=0.998354; null_band_clearance=no verdict: gap 0.16%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.270941; nocaps_ns=10.319397; ratio=0.801495; null_band_clearance=no verdict: gap 19.85%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.290978; nocaps_ns=10.311518; ratio=0.998008; null_band_clearance=no verdict: gap 0.20%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.316618; nocaps_ns=10.311518; ratio=0.806537; null_band_clearance=no verdict: gap 19.35%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.714203; nocaps_ns=8.930786; ratio=0.975749; null_band_clearance=no verdict: gap 2.43%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.307135; nocaps_ns=10.322191; ratio=0.998541; null_band_clearance=no verdict: gap 0.15%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.275896; nocaps_ns=10.322191; ratio=0.801758; null_band_clearance=no verdict: gap 19.82%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.311300; nocaps_ns=10.320087; ratio=0.999149; null_band_clearance=no verdict: gap 0.09%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.271789; nocaps_ns=10.320087; ratio=0.801523; null_band_clearance=no verdict: gap 19.85%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.711365; nocaps_ns=8.714398; ratio=0.999652; null_band_clearance=no verdict: gap 0.03%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.269296; nocaps_ns=10.308947; ratio=0.802148; null_band_clearance=no verdict: gap 19.79%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.712279; nocaps_ns=8.715403; ratio=0.999642; null_band_clearance=no verdict: gap 0.04%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.273834; nocaps_ns=10.304476; ratio=0.802936; null_band_clearance=no verdict: gap 19.71%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.300122; nocaps_ns=10.303342; ratio=0.999687; null_band_clearance=no verdict: gap 0.03%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.268311; nocaps_ns=10.303342; ratio=0.802488; null_band_clearance=no verdict: gap 19.75%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.708925; nocaps_ns=8.713166; ratio=0.999513; null_band_clearance=no verdict: gap 0.05%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.307770; nocaps_ns=10.309961; ratio=0.999787; null_band_clearance=no verdict: gap 0.02%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.264219; nocaps_ns=10.309961; ratio=0.801576; null_band_clearance=no verdict: gap 19.84%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.707659; nocaps_ns=8.713598; ratio=0.999318; null_band_clearance=no verdict: gap 0.07%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.271799; nocaps_ns=10.303686; ratio=0.802800; null_band_clearance=no verdict: gap 19.72%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.708775; nocaps_ns=8.715133; ratio=0.999270; null_band_clearance=no verdict: gap 0.07%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.269722; nocaps_ns=10.318229; ratio=0.801467; null_band_clearance=no verdict: gap 19.85%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.709498; nocaps_ns=8.710642; ratio=0.999869; null_band_clearance=no verdict: gap 0.01%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.310099; nocaps_ns=10.311731; ratio=0.999842; null_band_clearance=no verdict: gap 0.02%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.266829; nocaps_ns=10.311731; ratio=0.801692; null_band_clearance=no verdict: gap 19.83%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.268319; nocaps_ns=10.309906; ratio=0.801978; null_band_clearance=no verdict: gap 19.80%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.278105; nocaps_ns=10.319934; ratio=0.802147; null_band_clearance=no verdict: gap 19.79%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=10.317898; nocaps_ns=10.346156; ratio=0.997269; null_band_clearance=no verdict: gap 0.27%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		match-compliance			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_vm-caps-simdna					competitor_ns=8.273173; nocaps_ns=10.346156; ratio=0.799637; null_band_clearance=no verdict: gap 20.04%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=8.709879; nocaps_ns=8.712756; ratio=0.999670; null_band_clearance=no verdict: gap 0.03%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
query_yes_beats_nocaps	mod-u-uc		short-subject-search			pcrec_25b1984f_auto-nocaps-simdna				beaten_by	pcrec_25b1984f_auto-caps-simdna					competitor_ns=27.902804; nocaps_ns=28.141426; ratio=0.991521; null_band_clearance=no verdict: gap 0.85%; IQR n/a at subject grain; no null band (no cross-pin pair in this report)		
